id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20210504-1,Azure,2021-05-04,Issues accessing Azure Portal - HTTP 500-level Errors / Performance issues - Mitigated (Tracking ID 0TK3-HPZ),290,Azure Speech Service,availability,internal causes,software bugs,False,restored the access to the KeyVault,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Between 06:45 UTC and 11:35 UTC on 04 May 2021, a subset of customers using Azure Speech Service in West Europe may have experienced failures with online transcription, batch transcription, custom speech, and translation."
gcnet-210504,Google,2021-05-04,Google Cloud Networking Incident #210504,333,Google Cloud Networking; Google Compute Engine (GCE); Google Cloud VMWare Engine; Cloud SQL and Google Kubernetes Engine (GKE),availability,internal causes,software bugs,False,rolling back the configuration change,https://status.cloud.google.com/incidents/eCPQKkKcFy6NYXExnPXL,"Following is the Incident Report for the networking outage occurred on May 4th 2021. (All Times US/Pacific) Incident Start: 2021-05-04 15:35 Incident End: 2021-05-04 21:08 Duration:. 5 hours, 33 minutes Affected Services: Google Cloud Networking, Google Compute Engine (GCE), Google Cloud VMWare Engine, Cloud SQL and Google Kubernetes Engine (GKE) Features: Cloud VPN, Cloud Interconnect, Google Private Access Regions/Zones: us-west2 Description: Google Cloud Platform experienced an outage affecti"
azure-20210510-1,Azure,2021-05-10,Microsoft Azure Portal - Intermittent Portal Access Issues (Tracking ID GVD7-RDZ),151,Microsoft Azure Portal,availability,external causes,insufficient resource,False,rerouted traffic; scaled out CPU resources,http://gitlab.dds-sysu.tech/wallemit/AnomalyStudy/blob/master/raw-public/azure/meta_pdf/2021.02.16-05.10.pdf,"Between 15:24 UTC and 17:55 UTC on 10 May 2021, customers may have experienced intermittent 500-level errors or an intermittent latency when accessing the Azure portal. Azure services were not affected."
azure-20210520-1,Azure,2021-05-20,RCA - Issues accessing the Azure portal and other Microsoft services (Tracking ID KN22-39Z),568,Azure portal; Azure services,availability,internal causes,software bugs,False,roll back the recent deployment,https://status.azure.com/en-us/status/history/,"Between 06:52 UTC and 16:20 UTC on 20 May 2021, a subset of Azure customers may have experienced intermittent errors when attempting to access the Azure portal and other Microsoft and Azure services. Impact was observed across multiple services and regions to varying degree. Recovery time varied by service, and most services fully recovered by 16:20 UTC."
azure-20210614-1,Azure,2021-06-14,RCA - Error notifications for service management operations - West US 2 (Tracking ID LL1H-9CZ),795,Azure services,availability,internal causes; internal causes; internal causes,software bugs; software bugs; software bugs,False,targeted network rules were introduced; applied a configuration change to the infrastructure; removed the impacted driver; additional capacity was applied to the internal infrastructure,https://status.azure.com/en-us/status/history/,"Between 22:00 UTC on 14 Jun 2021 and 11:15 UTC on 15 June 2021, a subset of customers with resources hosted in the West US 2 region may have received errors while performing service management operations - such as create, update, delete - for multiple services. On 15 Jun 2021 09:20 UTC mitigation was applied, and services gradually began to recover as load from queued service management requests reduced. Full recovery was confirmed for all impacted services at 11:15 UTC"
azure-20210629-1,Azure,2021-06-29,RCA - Azure Resource Manager - Degraded Performance managing resources (Tracking ID 1V9K-PSZ),966,Azure Resource Manager,availability,internal causes,software bugs,False,stopped the rollout of the new configuration; took unhealthy nodes out of rotation; patched and rolled out the correct configuration in a staged manner,https://status.azure.com/en-us/status/history/,"Between as early as 22:24 UTC on 29 Jun 2021 and 14:30 UTC on 30 Jun 2021, a subset of Azure customers may have experienced intermittent errors when attempting to access the Azure portal and other Microsoft and Azure services. Impact was observed across multiple services and regions to varying degrees. Recovery time varied by service, and most services fully recovered by 14:30 UTC. During this time, retries may have succeeded."
azure-20210707-1,Azure,2021-07-07,RCA - Service management operation failures - North Europe (Tracking ID 0_JL-9SG),891,Service management,availability,unknown,,False,the mitigation to perform an upgrade of service frontend components,https://status.azure.com/en-us/status/history/,"Between 21:19 UTC on 07 Jul 2021 and 12:10 UTC on 08 Jul 2021, a subset of customers in North Europe may have intermittently received errors when performing service management operations for services that rely on compute resources in this region."
azure-20210712-1,Azure,2021-07-12,RCA - Azure Front Door and Azure CDN - Connectivity issues and increased latency (Tracking ID 0TYG-DPG),295,Azure Front Door; Azure CDN; Windows Virtual Desktop,availability,internal causes; external causes,software bugs; excessive flow,False,re-balance incoming traffic to other nearby edge locations; applied to limit CPU utilization on the background service; temporarily reconfigured the Windows Virtual Desktop infrastructure services,https://status.azure.com/en-us/status/history/,"Between approximately 14:55 UTC and 19:50 UTC on July 12th, 2021, a subset of customers primarily in the US and Canada experienced increased latency and connection timeouts when connecting to Azure Front Door and Azure CDN Standard from Microsoft. Retries may have been successful on the resources/environments that experienced issues. The peak failure rate was approximately 70% in some East US metro locations. Aggregate availability drop average across the US and Canada was around 10%. A subset o"
azure-20210721-1,Azure,2021-07-21,RCA - Azure Cognitive Services (Tracking ID 4LRL-V8G),355,Azure Cognitive Services,availability,internal causes,software bugs,False,recycling the impacted nodes of the control plane; an updated security patch was produced,https://status.azure.com/en-us/status/history/,"Between approximately 03:00 EDT and 09:55 EDT on 21 Jul 2021, customers using Cognitive Services may have experienced difficulties connecting to resources. Impacted customers may have experienced timeouts or 401 authorization errors."
azure-20210723-1,Azure,2021-07-23,RCA - Service availability issue - Brazil South (Tracking ID 5TGJ-1SZ),148,Azure Services,availability,external causes,hardware failures,True,restoring some of the physical links; restore the remaining subset of cables,https://status.azure.com/en-us/status/history/,"Between 19:00 UTC and 21:28 UTC on 23 Jul 2021, a subset of customers in Brazil South may have experienced issues connecting to a number of Azure services hosted in this region, including, but not limited to, App Service, ExpressRoute, Azure Search, and VPN Gateway."
azure-20210728-1,Azure,2021-07-28,RCA - Azure Network Infrastructure service availability issues - Brazil Southeast (Tracking ID LNZM-TZG),92,Azure Network Infrastructure service,availability,internal causes,software bugs,False,incorrect prefixes was removed from service; some human intervention was required to proceed with the traffic rollback.,https://status.azure.com/en-us/status/history/,"Between 13:48 UTC and 15:20 UTC on 27 July 2021, a subset of customers experienced issues connecting to their services in the Brazil Southeast region."
azure-20210811-1,Azure,2021-08-11,RCA - Azure Network Infrastructure service availability issues - Brazil Southeast (Tracking ID LNZM-TZG),180,Azure Front Door; Azure CDN,availability,internal causes,software bugs,False,removed unhealthy edge locations; rolled back the update,https://status.azure.com/en-us/status/history/,"Between 06:30 UTC and 09:30 UTC on 11 Aug 2021, a subset of customers leveraging Azure Front Door and Azure CDN Standard from Microsoft in Japan East, Japan West, Korea South, Korea Central and/or West US regions may have experienced intermittent HTTPS request connectivity failures when trying to reach their applications. During the incident, the average global error rate was ~2.5% and the peak global error rate was ~5%."
aws-13,AWS,2021-09-02,Summary of AWS Direct Connect Event in the Tokyo (AP-NORTHEAST-1) Region,372,AWS Direct Connect,availability,internal causes,software bugs,False,removal of additional devices; disabling this new protocol in a single Availability Zone,https://aws.amazon.com/cn/message/17908/,"We would like to provide additional information about the AWS Direct Connect service disruption that occurred in the Tokyo (AP-NORTHEAST-1) Region on September 2, 2021. Beginning 7:30 AM JST, Direct Connect customers began to experience intermittent connectivity issues and elevated packet loss for their traffic destined towards the Tokyo Region. This was caused by the failure of a subset of network devices on one of the network layers along the network path from Direct Connect edge locations to "
